,Full_Names,Gender
4075,Nguyễn Xuân Sinh,1
4076,Lê Thị Lệ,0
4077,Huỳnh Thị Huế Hương,0
4078,Phan Phụng Hiệp,1
4079,Dương Ngọc Thúy Vy,0
4080,Hồng Cẩm Huy,1
4081,Đỗ Văn Hùng,1
4082,Huỳnh Ngọc Đông,1
4083,Trần Minh Hiếu,1
4084,Vũ Mạnh Quốc,1
4085,Đặng Thị Thanh Diễm,0
4086,Nguyễn Thị Ngọc Tình,0
4087,Trần Hoài Nam,1
4088,Trương Thị Mỹ Linh,0
4089,Đô Trâ Minh Hoa,1
4090,Nguyễn Thị Hoa,0
4091,Cung Ngọc Hân,0
4092,Bùi Trọng Hiếu,1
4093,HồThị Thùy Dung,0
4094,Phạm Ngọc Phong Anh,0
4095,Trần Thanh Tòng,1
4096,Thái Minh Thư,0
4097,Hà Quang Triều,1
4098,Trần Thanh Nhân,1
4099,Nguyễn Anh Khang,1
4100,Lưu Trí Thông,1
4101,Nguyễn Thị Khánh Duyên,0
4102,Đặng Thị Mỹ Anh,0
4103,Trần Văn Hiếu,1
4104,Nguyễn Khánh Duy,1
4105,Đoàn Phan Nhật Sang,1
4106,HuỳnhThị Thắm,0
4107,Đặng Thị Na,0
4108,Nguyễn Mai Thủy Tiên,0
4109,Bùi Trí Nguyên,1
4110,Vũ Thành Đạt,1
4111,Võ Đặng Phạm Anh,1
4112,Nguyễn Thị Linh,0
4113,Phạm Công Hoàng,1
4114,Trần Thị Hảo,0
4115,Võ Thị Thùy Trang,0
4116,Trịnh Thị Huyền Trang,0
4117,Lê Trần Như Hảo,0
4118,Nguyễn Thị Thanh Thảo,0
4119,Tống Đức Duy,1
4120,Nguyễn Khánh Nguyên,1
4121,Nguyễn Thị Hương,0
4122,Hoàng Thị Mận,0
4123,Nguyễn Thị Ái Uyên,0
4124,Ngô Tường Lâm,1
4125,Phan Thị Kim Khoa,0
4126,Nguyễn Hữu Nghị,1
4127,Lê Thế Ngọc,1
4128,Trần Thị Tú Anh,0
4129,Trần Thị Kim Linh,0
4130,Nguyễn Thị Hoài Diệu,0
4131,Nguyễn Huỳnh Anh,0
4132,Trương Ngọc Sơn,1
4133,Hồ Bùi Nhẫn,1
4134,Phạm Thùy Nhung,0
4135,Ngô Thị Hoài Trâm,0
4136,Hà Thị Duyên,0
4137,Trương Thị Ngà,0
4138,Vương Trị An,1
4139,Nguyễn Văn Hoàng,1
4140,Vũ Mai Uyên,0
4141,Nguyễn Hoài Bảo,1
4142,Lò Thế Vĩ,1
4143,Lê Đức Trung,1
4144,Trần Văn Hoài Nhựt,1
4145,Nguyễn Thị Nhung,0
4146,Hoàng Thanh Tài,1
4147,Trần Thị Vương Ngọc,0
4148,Tô Thị Mỹ Trinh,0
4149,Nguyễn Thị Ngọc Giàu,0
4150,Bùi Phùng Hữu Đức,1
4151,Nguyễn Thị Uyên Chi,0
4152,Trương Quốc Anh,1
4153,Phan Võ Hiếu Nghĩa,1
4154,Hồ Văn Cưng,1
4155,Bùi Nhật Tân,1
4156,Phan Minh Chiến,1
4157,Vũ Khánh Hà,0
4158,Trần Quang Khải,1
4159,Bùi Hàn Phong,1
4160,Nguyễn Phan Ngọc Tùng,1
4161,Vũ Công Chiến,1
4162,Bùi Phương Linh,0
4163,Nguyễn Văn Lương,1
4164,Huỳnh Nguyễn Lệ Nga,0
4165,Trần Hoàng Phúc,1
4166,Trần Hữu Thiện,1
4167,Châu Minh Đức,1
4168,Nguyễn Minh Trọng,1
4169,Võ Văn Tịnh,1
4170,Nguyễn Ngọc Trinh,0
4171,Huỳnh Ngọc Chí,1
4172,Bùi Tố Liên,0
4173,Nguyễn Thị Xuân Mai,0
4174,Phan Lê Thuỳ Dương,0
4175,Trương Thị Thúy Vân,0
4176,Nguyễn Thế Thông,1
4177,Nguyễn Duy An,1
4178,Nguyễn Quốc Duy Khang,1
4179,Trần Ngọc Quỳnh Như,0
4180,Đoàn Thanh Kiều,0
4181,Đỗ Phi Trường,1
4182,Đặng Thị Thanh Tuyến,0
4183,Mai Trần Phương,1
4184,Hồ Lâm Lai,1
4185,Nguyễn Thị Hồng Ái,0
4186,Bùi Ngọc Tuấn,1
4187,Châu Trần Anh Thư,0
4188,Trần Hữu Phước,1
4189,Nguyễn Hải Hưng,1
4190,Phạm Trần Duy Thức,1
4191,Bùi Đức Thắng,1
4192,Võ Nguyễn Bảo Lộc,1
4193,Nguyễn Thị Thanh Phương,0
4194,Đoàn Thị Hồng Hạnh,0
4195,Trương Quang Hoàng,1
4196,Lê Sỹ Kin,1
4197,Nguyễn Nhật Nam,1
4198,Trần Nguyễn Tuyết Nga,0
4199,Dương Thị Thúy Hằng,0
4200,Lê Tấn Dương,1
4201,Bùi Nhật Vương,1
4202,Lê Đình Huy,1
4203,Phạm Minh Long,1
4204,HồThị Hương,0
4205,Lê Thị Anh Thư,0
4206,Đỗ Hồng Ánh Mai,0
4207,Nguyễn Ngọc Tường,1
4208,Đặng Lộc Tiên,0
4209,Phan Thị Nhật Yến,0
4210,Trần Xuân Hoàng,1
4211,Trần My Vày,0
4212,Nguyễn Thị Phương Linh,0
4213,Đỗ Thị Tuyết Hoa,0
4214,Đặng Gia Phúc,1
4215,Đoàn Thị Thùy Linh,0
4216,Nguyễn Dương Hoàng Vinh,1
4217,Nguyễn Minh Nhựt,1
4218,Nguyễn Thị Xuân Trầm,0
4219,Lê Duy Tân,1
4220,Cao Thị Hoàng Uyên,0
4221,Nguyễn Xuân Nhựt,1
4222,Vòng Mỹ Lày,0
4223,Dương Đinh Trúc Linh,0
4224,Nguyễn Xuân Bắc,1
4225,Cao Quốc TỈnh,1
4226,Trần Hiển Long,1
4227,Lê Văn Hùng,1
4228,Trần Thị Loan,0
4229,Trịnh Minh Trí,1
4230,Phạm Thừa Tiểu Thành,1
4231,Trần Châu Anh,0
4232,Nguyễn Thị Thu Huyền,0
4233,Ngô Mạnh Khương Anh,1
4234,Nguyễn Tấn Phát,1
4235,Trương Thị Bích Trâm,0
4236,Trần Tiến Đạt,1
4237,Nguyễn Phương Bảo Ngọc,0
4238,Lê Thị Kim Ngân,0
4239,Tạ Thị Thảo,0
4240,Lê Tuấn Quốc,1
4241,Trương Minh Đạt,1
4242,Trần Thái Sơn,1
4243,Nguyễn Văn Mạnh,1
4244,Võ Quốc Anh,1
4245,Nguyễn Hữu Tú,1
4246,Nguyễn Thị Thúy Nhuy,0
4247,Bùi Thị Hồng Nhung,0
4248,Vũ Quang Minh,1
4249,Nguyễn Bảo Ngọc,1
4250,Lê Khánh Duy,1
4251,Lò Hoàng Mai Ly,0
4252,Phan Thị Kim Ngân,0
4253,Nguyễn Thanh Thụy,1
4254,Lâm Tạ Tiểu Phụng,0
4255,Nguyễn Thị Lệ Thu,0
4256,Nguyễn Thị Nhất,0
4257,Mai Thị Xuân MẾn,0
4258,Vũ Thị Hồng Diệu,0
4259,Huỳnh Minh Tâm,1
4260,Lê Sơn Hổ,1
4261,Hoàng Vũ Thảo Nguyên,0
4262,Phạm Bảo Long,1
4263,Phạm Trúc Quỳnh,0
4264,Lê Thị Bé Thảo,0
4265,Võ Nguyễn Minh Triết,1
4266,Đinh Văn Hiến,1
4267,Vũ Hoàng Thiên,1
4268,Nguyễn Thanh Bình,1
4269,Nguyễn Minh Trọng,1
4270,Dương Tài Nhân,1
4271,Trần Minh Tuấn,1
4272,Nguyễn Đình Minh Trí,1
4273,Bùi Vũ Khánh An,1
4274,Nguyễn Văn Nghĩa,1
4275,Nguyễn Lê Khánh Hoàng,0
4276,Nguyễn Ngọc Luân,1
4277,Lâm Hoàng Thắng,1
4278,Phan Thị Ngân,0
4279,Nguyễn Thị Mỹ Duyên,0
4280,Phạm Văn Chỉnh,1
4281,Quảng Thị Lâm Thi,0
4282,Nguyễn Thị Diễm Thy,0
4283,Trần Hoàng Vĩnh Đức,1
4284,Lý Tài Quang,1
4285,Nguyễn Đức Phương,1
4286,Nguyễn Thành Long,1
4287,Nguyễn Đức Phúc,1
4288,Võ Thành Công,1
4289,Lê Thị Ngọc Tú,0
4290,Trà Hữu Nghĩa,0
4291,Nguyễn Thị Vũ Thi,0
4292,Võ Văn Thân,1
4293,Nguyễn Đình Trải,1
4294,Huỳnh Duy Hưng,1
4295,Phan Thanh Sơn,1
4296,Trần Trường Giang,1
4297,Vũ Đức Thịnh,1
4298,Trần Chấn Vũ,1
4299,Võ Thị Huyền,0
4300,Nguyễn Đồng Thanh Hiệp,1
4301,Lê Thị Phương Dung,0
4302,Ngô Hoàng Huy,1
4303,Cao Hồ Thanh Hiền,0
4304,Trần Thị Kim Ngân,0
4305,Nguyễn Thị Duyên,0
4306,Bùi Văn Tình,1
4307,Ngô Thanh Tú,1
4308,Bùi Thị Hải,0
4309,Đỗ Xuân Đích,1
4310,Lương Thị Ánh Tuyết,0
4311,Phạm Ngọc Ánh,0
4312,Lê Thị Kim Ngân,0
4313,Nguyễn Thị Ngọc Nguyên,0
4314,Đào Duy Cương,1
4315,Đoàn Kiến Quốc,1
4316,Lê Thanh Hoài,1
4317,Trần Thị Lệ Thuy,0
4318,Bùi Thị Cẩm Thương,0
4319,Tô Mỹ Ngân,0
4320,Tô Thị Thảo Vy,0
4321,Khuất Thái Anh,1
4322,TẠ Đức Phương,1
4323,Đỗ Anh Quân,1
4324,Lê Đức Tiến,1
4325,Hoàng Thị Cẩm Tiên,0
4326,Lê Thị Ngọc Huyền,0
4327,Lê Thị Hài Hòa,0
4328,Đỗ Thị Dung,0
4329,Nguyễn Trọng Phát,1
4330,Dương Ngọc Hùng,1
4331,Nguyễn Duy Khang,1
4332,Nguyễn Đức Huy,1
4333,Trần Thị Hương,0
4334,Nguyễn Thị Kim Oanh,0
4335,Trần Huyền Trang,0
4336,Đặng Nguyễn Phước An,1
4337,Trịnh Thị Hiền,0
4338,Ngô Trọng Tùng,1
4339,Phạm Tuấn Tài,1
4340,Nguyễn Thị Mỹ Hường,0
4341,Phạm Thu Hà,0
4342,Mật Ngọc Trang Thanh,0
4343,Trần Thị Hoa,0
4344,Nguyễn Hoàng Hiệp,1
4345,Nguyễn Thị Huyền Trang,0
4346,Bùi Thị Ngoan,0
4347,Lê Đông Châu,1
4348,Phạm Thành Đạt,1
4349,Nguyễn Nam Hùng,1
4350,Phạm Thị Mỹ Liên,0
4351,Trần Minh Nguyên,1
4352,Đỗ Phương Long Nhật,1
4353,Vũ Đoàn Yến Nhi,0
4354,Huỳnh Quốc Vương,1
4355,Huỳnh Thị Thanh Tuyền,0
4356,Phạm Thị Thu Hương,0
4357,Nguyễn Đăng Quang,1
4358,Trần Hồng Phúc,1
4359,Đỗ Thị Bích Thủy,0
4360,Nguyễn Thị Duyên,0
4361,Giang Thị Trà My,0
4362,Nguyễn Thị Trang Thư,0
4363,Trịnh Thị Thu Huyền,0
4364,Huỳnh Văn Minh,1
4365,Nguyễn Thị Ngọc Tiền,0
4366,Nguyễn Thị Hằng Ni,0
4367,Triệu Ngọc Đoan Thùy,0
4368,Nguyễn Thị Quế Trân,0
4369,Nguyễn Thị Kim Yến,0
4370,Trương Duy Tâm,1
4371,Lê Hoàng Khánh Linh,0
4372,Lý Hồng Thiên Ân,0
4373,Huỳnh Phú Hưng,1
4374,Nguyễn Văn Thắng,1
4375,Nguyễn Tuấn Linh,1
4376,Dương Thị Hà Thảo,0
4377,Trần Minh Hậu,1
4378,Lê Huyền Thảo My,0
4379,Dương Hoàng Linh,1
4380,Nguyễn Thị Cẩm Vân,0
4381,Nguyễn Đình Thông,1
4382,Lê Tấn Thương Minh,1
4383,Trần Hữu Toàn,1
4384,Phạm Quang Toàn,1
4385,Nguyễn Phan Thanh Ngân,0
4386,Đào Khả Phong,1
4387,Nguyễn Huỳnh Kim Anh,0
4388,Sàn Thanh Hải,1
4389,Phạm Minh Khôi,1
4390,Hoàng Minh Quang,1
4391,Nguyễn Huỳnh Phi Yến,0
4392,Dương Lệ Ngọc,0
4393,Phạm Thị Thu Lan,0
4394,Nguyễn Hồng Quế,0
4395,Trần Minh Long,1
4396,Huỳnh Tấn Duy,1
4397,Nguyễn Thành Danh,1
4398,Nguyễn Tấn Duy,1
4399,Lê Thị Khánh Huyền,0
4400,Mai Trung Tín,1
4401,Bùi Thị Bích Ngọc,0
4402,Ngô Thành Tiên,1
4403,Hồ Thị Nhi,0
4404,Nguyễn Trọng Toàn,1
4405,Phạm Phú Ngọc Long,1
4406,Đặng Trung Nam,1
4407,Giang Minh Nhật,1
4408,Nguyễn Phạm Long Phi,1
4409,Nguyễn Xuân Đào,0
4410,Nguyễn Duy Khanh,1
4411,Nguyễn Thị Kim Hương,0
4412,Hồng Chấn Hiển,1
4413,Nguyễn Vĩnh Duyệt,1
4414,Lê Quang Tấn,1
4415,Hà Thị Thanh Nhàn,0
4416,Trần Linh Đa,0
4417,Phạm Thị Hồng Xuân,0
4418,Nguyễn Ngọc Tài,1
4419,Nguyễn Thanh Sang,1
4420,Phan Trần Khánh Hưng,1
4421,Phạm Ngọc Tân,1
4422,Võ Văn Vũ,1
4423,Võ Thái Sang,1
4424,Nguyễn Văn Trung,1
4425,Nguyễn Hoàng Khang,1
4426,Nguyễn Thị Phương Dung,0
4427,Hoàng Thị Thùy Linh,0
4428,Trương Hoàng Khang,1
4429,Trần Thị Mỹ Duyên,0
4430,Trần Tuấn Nam,1
4431,Đoàn Minh Thiện,1
4432,Nguyễn Thuận Minh Thư,0
4433,Nguyễn Phan Ngọc Tuyên,0
4434,Vũ Ánh Nguyệt,0
4435,Đặng Thị Thủy Tiên,0
4436,Trần Thị Ngọc Huyền,0
4437,Nguyễn Huy Thuật,1
4438,Lê Thị Thiện Thanh,0
4439,Trần Thị Ánh Ngọc,0
4440,Phùng Thị Thúy Kiều,0
4441,Hồ Thị Thu Hảo,0
4442,Giản Thanh Quang,1
4443,Nguyễn Ngọc Anh Thư,0
4444,Tô Thị Thanh Thúy,0
4445,Nguyễn Thị Thảo,0
4446,Bùi Diệu Trâm,0
4447,Bùi Trọng Khánh Duy,1
4448,Nguyễn Thị Mỹ Tiên,0
4449,Nguyễn Thiện Nhân,1
4450,Nguyễn Đức Huy,1
4451,Nguyễn Văn Tân,1
4452,Nguyễn Minh Luân,1
4453,Lý Mỹ Trâm,0
4454,Trần Công Mạnh,1
4455,Nguyễn THiệu Huy,1
4456,Phạm Văn Chương,1
4457,Cao Trung Kiên,1
4458,Phạm Minh Trang,0
4459,Lê Thị Mỹ Hương,0
4460,Trần Minh Khoa,1
4461,Cao Thuận Hoài,1
4462,Trương Minh Phương,1
4463,Nguyễn Thái Hưng,1
4464,Phạm Lê Ngọc Phượng,0
4465,Phạm Văn Tuấn,1
4466,Trần Đức Huy,1
4467,Huỳnh Hồ Diệu Nhu,0
4468,Phạm Anh Tuấn,1
4469,Nguyễn Quỳnh Giang,0
4470,Nguyễn Thịnh Quyền,1
4471,Diệp Minh Phước,0
4472,Lê Thị Thúy Uyên,0
4473,Hoàng Trung Phong,1
4474,Lê Thị Kim Thoa,0
4475,Mai Tấn Anh,1
4476,Võ Thị Thúy Huỳnh,0
4477,Tô Cẩm Thêm,1
4478,Phạm Phước Nhân,1
4479,Dương Mai Anh,0
4480,Huỳnh Thanh Giàu,1
4481,Nguyễn Thị Thanh Thủy,0
4482,Dương Anh Tiến,1
4483,Phạm Vũ Ngọc Tuyền,0
4484,Hoàng Diễm Hằng,0
4485,Võ Thị Hồng Ánh,0
4486,Trương Thái Bình,1
4487,Mai Kim Ngân,0
4488,Đỗ Trung Quân,1
4489,Mai Xuân Khải,1
4490,Huỳnh Ngọc Liêm,1
4491,Phan Thị Thanh Hồng,0
4492,Nguyễn Ngọc Khánh,1
4493,Trần Thị Ngọc Hân,0
4494,Đỗ Hoàng Giang,1
4495,Trần Đức Huy,1
4496,Nguyễn Văn Thành Đức,1
4497,Nguyễn Văn Hải,1
4498,Lê Thanh Hiếu,1
4499,Nguyễn Thị Mai Thương,0
4500,Ngô Huỳnh Nam,1
4501,Nguyễn Thị Ngọc Ánh,0
4502,Mai Hoàng Tuấn,1
4503,THEPILANH PHACONEKHA,1
4504,Đỗ Minh Tuấn,1
4505,Nguyễn Nhật Huy,1
4506,Phan Thị Lý,0
4507,Nguyễn Thị Hồng Diễm,0
4508,Lâm Triều Vỹ,1
4509,Vũ Cao Huy,1
4510,Nguyễn Văn Ngọc,1
4511,Nguyễn Thị Thiết,0
4512,Nguyễn Thị Tuyết Linh,0
4513,Huỳnh Bá Tùng,1
4514,Nguyễn Thị Kiều Giang,0
4515,Nguyễn Huỳnh Nam,1
4516,Nguyễn Thị Trang,0
4517,Lê Kim Hằng,0
4518,Thị Bích Tiền,0
4519,Trương Thị Thảo,0
4520,Hồ Thái Bảo,1
4521,Trương Hoàng Sang,1
4522,Huỳnh Quang Trúc,1
4523,Nguyễn Thanh Tùng,1
4524,Phạm Văn Hào Quang,1
4525,Lại Mạnh Tài,1
4526,Trần Hoàn Đức Duy,1
4527,Trần Minh Hoàng,1
4528,Hồ Đỗ Minh Hiếu,1
4529,Đoàn Thị Tú Uyên,0
4530,Nguyễn Thị Cẩm Tú,0
4531,Nguyễn Hoàng Ngân,0
4532,Trương Đình Đức Trí,1
4533,Dương Văn Tài,1
4534,Lò Hoàng Kiều Trang,0
4535,Nguyễn Tấn Thành,1
4536,Võ Đức Thi,0
4537,Nguyễn Thị KiỀu Trang,0
4538,Phạm Hồng Kha,1
4539,Lê Phùng Khánh Minh,1
4540,Võ Duy Khoa,1
4541,Phạm Long Nhật,1
4542,Nguyễn Thị Phương Thảo,0
4543,Mai Quốc Hưng,1
4544,Nguyễn Phú Hiếu,1
4545,Lê Văn Thành Trọng,1
4546,LêPhước Tài,1
4547,Lộc Đức Thắng,1
4548,Nguyễn Thị Quỳnh Mai,0
4549,Huỳnh Phúc Lĩnh,1
4550,Trần Thái Đạt,1
4551,Nguyễn Văn Minh,1
4552,Phạm Phú Khánh,1
4553,Nguyễn Quang Huy,1
4554,Hà Kiều Anh,0
4555,Đinh Quốc Thái,1
4556,Võ Ngọc Đan Linh,0
4557,Nguyễn Hưng,1
4558,Bùi Minh Thuy,0
4559,Trần Bá Khoa,1
4560,Tô Nguyễn Yến Linh,0
4561,Nguyễn Thị Thảo Duyên,0
4562,Vũ Trung Hiếu,1
4563,Nguyễn Quang Huy,1
4564,Võ Văn Công,1
4565,Nguyễn Doãn Ngọc Quân,1
4566,Huỳnh Tiên Quốc,1
4567,Lê Minh Hiệp,1
4568,Nguyễn Thị Mỹ Duyên,0
4569,Võ Văn Viên,1
4570,Đỗ Thành Chung,1
4571,Nguyễn Quang Chính,1
4572,Hồ Lê Thùy Linh,0
4573,Lê Hiếu Nhân,1
4574,Bùi Xuân Tuyển,1
4575,Nguyễn Thị Cẩm Tiên,0
4576,Nguyễn Hữu Tài,1
4577,Lâm Hữu Thương,1
4578,Bùi Thị Ánh Tuyết,0
4579,Bùi Huy Hoàng,1
4580,Đặng Phương Lan,0
4581,Võ Thị Bích Trâm,0
4582,Nguyễn Trọng Khang,1
4583,Hoàng Thị Ánh Dương,0
4584,Nguyễn Trần Hoàng Lợi,1
4585,Vũ Xuân Vinh,1
4586,Trần Thanh Tuấn,1
4587,Trương Thành Nam,1
4588,Nguyễn Quốc Tam,1
4589,Lê Hoài Vũ,1
4590,Nguyễn Phúc Đức,1
4591,Nguyễn Trần Hửu Thoại,1
4592,Lương Thị Thùy Dương,0
4593,Lê Thị Út,0
4594,Lê Cao Thảo Nhi,0
4595,Trần Thị Tôn Lan,0
4596,Trần Thị Thu Hiền,0
4597,Võ Hữu Trí,1
4598,Châu Văn Lộc,1
4599,Huỳnh Thanh Long,1
4600,Trần Thị Thu,0
4601,Nguyễn Thị Châu Pha,0
4602,Trần Thị Ngọc Hà,0
4603,Tô Huy Sơn,1
4604,Nguyễn Thị Thu Huệ,0
4605,Vũ Đức Huynh,1
4606,Trần Thị Lan Trinh,0
4607,Lê Đình Thành,1
4608,Đào Kim Phụng,0
4609,Lê Phước Thái,1
4610,Nguyễn Hoàng Thanh,1
4611,HồCẩm Khánh Hòa,0
4612,Nguyễn Trần Thái,1
4613,Nguyễn Đình Tân,1
4614,Nguyễn Phùng Xuân Trúc,1
4615,Hoàng Văn Phước,1
4616,Nguyễn Ngọc Trinh,0
4617,Nguyễn Thị Ninh,0
4618,Nguyễn Hữu Định,1
4619,Vương Thiên Xinh,0
4620,Hoàng Mạnh Nguyên,1
4621,Cao Quý Nguyên,1
4622,Vòng Thị Xuân Mai,0
4623,Nguyễn Thị Thanh Trúc,0
4624,Nguyễn Xuân Hạnh,1
4625,Phạm Thanh Hải,1
4626,Nguyễn Nhựt Khánh,1
4627,Nguyễn Thành Danh,1
4628,Đào Thanh Khoa,1
4629,Phan Thị Mộng Kha,0
4630,Bế Thị Kiều Diễm,0
4631,Võ Anh Huy,1
4632,Trần Huỳnh Quốc Đạt,1
4633,Nguyễn Minh Mẫn,1
4634,Võ Ngọc Lam TruyỀn,1
4635,Nguyễn Nguyệt Quế,0
4636,Trần Xuân Lộc,1
4637,Võ Trần Thị Thu Phượng,0
4638,Mã Hải Nhật,1
4639,Lê Thị Mỹ Linh,0
4640,Phạm Đình Thắng,1
4641,Bùi Thị Thu Hoài,0
4642,Nguyễn Khắc Trường,1
4643,Thân Thiên Long,1
4644,Nguyễn Đỗ Trung Nam,1
4645,Phạm Huyền Nhung,0
4646,Nguyễn Võ Ngọc Huyền,0
4647,Nguyễn Thanh Huy,1
4648,Đinh Thị Thoa,0
4649,Nguyễn Duy Khánh,1
4650,Lê Quang Minh,1
4651,Nguyễn Ngọc Phi Nhung,0
4652,Cao Thị Ngọc Tỷ,0
4653,Trần Thanh Duy,1
4654,Nguyễn Phạm Thiên Hoài,0
4655,Nguyễn Đình Toàn,1
4656,Trần Phạm Minh Tuyên,1
4657,Nguyễn Minh Toàn,1
4658,Đậu Thị Như Quỳnh,0
4659,Trần Thanh Tuyền,0
4660,Ngô Thị Bích Thuận,0
4661,Bùi Lâm Đồng,1
4662,Nguyễn Hữu Mạnh,1
4663,Ksơr HỜ Rim,0
4664,Khách Đô Huy,1
4665,Nguyễn Thành Tôn,1
4666,Trần Thị Tuyết Nhi,0
4667,Trần Như ThuẦn,1
4668,PhạmLinh Linh,0
4669,Nguyễn Thanh Phong,1
4670,Ngô Hồng Đức,0
4671,Nguyễn Đức Trọng,1
4672,Văn Hữu Thản,1
4673,Lê Nguyễn Minh Thư,1
4674,Danh An Toàn,1
4675,Lê Minh Nhật,1
4676,Nguyễn Đình Quyết,1
4677,Phan Thị Kim Đài,0
4678,Trương Xuân Bách,1
4679,Nguyễn Thị Kim Lệ,0
4680,Lê Nguyễn Thiên Kim,0
4681,Nguyễn Tấn Phúc,1
4682,Nguyễn Thị Thanh Hồng,0
4683,Đoàn Thị Kim Ngọc,0
4684,Vũ Minh Quân,1
4685,Nguyễn Thúy Nhi,0
4686,Hà Thị Kim Chung,0
4687,Lê Mỹ Huyền,0
4688,Trần Thị Thủy Tiên,0
4689,Vũ Huỳnh Nhật Hạ,0
4690,Đinh Hiếu Vinh,1
4691,Trần Long Hải,1
4692,Phạm Bảo Khang,1
4693,Võ Phúc Hậu,1
4694,Nguyễn Ngọc Huyền Trang,0
4695,PhạmTiến Anh,1
4696,Trịnh Khắc Vinh,1
4697,Nguyễn Duy Phiên,1
4698,Trần Đình Tuấn,1
4699,Nguyễn Thị Ngọc Thùy,0
4700,Trần Hửu Thọ,1
4701,Lê Ngọc Trinh,0
4702,Nguyễn Văn Phi,1
4703,Trần Tú Trân,0
4704,Lê Đình Tiến,1
4705,Đỗ Khánh Linh,0
4706,Võ Thanh Tâm,1
4707,Phạm Văn Quang,1
4708,Võ Thị Ngọc Thương,0
4709,Vũ Đại Thánh,1
4710,Lê Thị Thùy Tiên,0
4711,Nguyễn Chí Bảo,1
4712,Bùi Nguyễn Anh Linh,0
4713,Nguyễn Tấn Tài,1
4714,Phùng NgọcBảo Nhi,0
4715,Phạm Minh Hy,1
4716,Lê Văn Hoàng,1
4717,Lê Thành Lộc,1
4718,Mai Đức Thuận,1
4719,Huỳnh Văn Chung,1
4720,Huỳnh Nhật Vy,0
4721,Huỳnh Lê Hoàng Đức,1
4722,Vũ Thị Thu Hòa,0
4723,Võ Văn Phương,1
4724,Đào Minh Đức,1
4725,Nguyễn Đăng Huân,1
4726,Trần Thị Kiều My,0
4727,Lại Thị Ngọc Trâm,0
4728,Huỳnh Thị KiỀu Duyên,0
4729,Trần Thị Ánh Sương,0
4730,Nguyễn Chí Thịnh,1
4731,Nguyễn Thanh Tín,1
4732,Võ Duy Kính,1
4733,Đoàn Thị Yến Vy,0
4734,Nguyễn Thị Kim Thoa,0
4735,Nguyễn Thị Cẩm Nhung,0
4736,Nguyễn Thị Thu Hà,0
4737,Trần Bình Trọng,1
4738,Hà Thị Kim Ngọc Oanh,0
4739,Nguyễn Nguyên Lý,0
4740,Nguyễn Thị Cẩm Tuyền,0
4741,Đỗ Minh Hiếu,1
4742,Nguyễn Đình Hoàng Phúc,1
4743,Nông Văn Điện,1
4744,Nguyễn Thị Tuyết Nhi,0
4745,Nguyễn Thị Mi Mi,0
4746,Đỗ Thị Kim Yến,0
4747,Đỗ Văn Triệu,1
4748,Đoàn Minh Tú,1
4749,Nguyễn Thúy Vi,0
4750,Nguyễn Sĩ Kha Hoàng,1
4751,Ngô Thanh Hạnh,1
4752,Nguyễn Bùi Minh Thúy,0
4753,Nguyễn Thị Bạch Tuyết,0
4754,Dư Tiến Công,1
4755,Võ Đức Hiệp,1
4756,Châu Thị Hồng Đào,0
4757,Lưu Văn Hiếu,1
4758,Nguyễn Phương Lan,0
4759,Võ Phú Thịnh,1
4760,Lê Thị Thu Thủy,0
4761,Trần Thị Kim Ngân,0
4762,Nguyễn Thanh Duy,1
4763,Phan Ngọc Bảo Khuê,0
4764,Nguyễn Gia Văn,1
4765,Nguyễn Thị Phương Thảo,0
4766,Phạm Khải Tường,1
4767,Nguyễn Thị Ánh Nguyệt,0
4768,Huỳnh Thị Thuận,0
4769,Nguyễn Trung Hiếu,1
4770,Nguyễn Đức Thắng,1
4771,Mai Thị Hồng Hạnh,0
4772,Nguyễn Hữu Hưng,1
4773,Trương Bá Luân,1
4774,Nguyễn Văn Tuấn,1
4775,Trần Tiến Đạo,1
4776,Mạch Thị Hương,0
4777,Tạ Thị Hải Yến,0
4778,Nguyễn Thành Duy,1
4779,Nguyễn La Gia Thạnh,1
4780,Trương Hoàng Anh,1
4781,Nguyễn Thị Anh Thơ,0
4782,Lê Hoàng Minh,1
4783,Văn Ngọc Điệp,1
4784,Nguyễn Hoàng Minh,1
4785,Đinh Hoàng Linh Đan,0
4786,ĐỒng Thị Tuyết Hoa,0
4787,Phạm Phú Lộc,1
4788,Huỳnh Thị Yến Nhi,0
4789,Nguyễn Thành Tài,1
4790,Phạm Thanh Bình,1
4791,Lê Thị Đan Triều,0
4792,Nguyễn Trọng Phúc,1
4793,Bùi Hoàng Gia,1
4794,Nguyễn Công Đỉnh,1
4795,Nguyễn Văn Huy,1
4796,Nguyễn PhạmQuốc Huy,1
4797,Phạm Đinh Quân,1
4798,Trần Lê Nhật HẠ,0
4799,Lê Thị Thanh Trúc,0
4800,Nguyễn Văn Nam,1
4801,Nguyễn Nhật Tân,1
4802,Phan Thị Diễm Thi,0
4803,Phan Trọng Nghĩa,1
4804,Trần Hồng Ân,1
4805,Nguyễn Ngọc Dũng,1
4806,Huỳnh Lê Khanh,1
4807,Phạm Ngọc Minh Trang,0
4808,Đinh Thị Ngọc Mai,0
4809,Nguyễn Quốc Bảo,1
4810,Nguyễn Viết Lâm,1
4811,Trần Nguyên,1
4812,Ngô Thị Thanh Thoản,0
4813,Võ Duy Phong,1
